ts	phase	decision	why	evidence	result
2026-08-01T20:20:00Z	tracer-green	Repeat the real template compile/build/run/edit/restart path after cleanup correction	The public command must execute generated Go and survive a short-lived prior program, not merely inspect generated source	Direct initial build 3.63s, edit rebuild 3.06s, both successful; generated program printed hello; watcher exited cleanly	Vertical path is green and process ownership regression is covered
2026-08-01T20:20:00Z	package-green	Verify the watcher is available from installed Haxelib layout	A scaffold should not need a neighboring compiler checkout	Run.hx staged tools/go-hx.sh and tools/haxe_go_watch.py with kind=tooling; test:haxelib-package 6 passed	Package provenance and canonical layout are green
2026-08-01T20:20:00Z	server-green	Run the same real tracer through an owned Haxe compilation server	Warm behavior is valuable only if the standard --wait/--connect path compiles, builds, restarts, and cleans up	Server cold 3.60s; edit 1.01s; Haxe reported 24 recompiled files; watcher and server closed	Managed server is evidence-backed as the watch default, with direct fallback and cold lanes retained
2026-08-01T20:24:00Z	red	Require the lifecycle suite in the normal strategy gate	A locally green watcher test is not durable if required CI never invokes it	focused wiring contract failed with missing test:dev-watch package script	Added the focused suite to test:strategy
2026-08-01T20:26:00Z	red	Map watcher source and scaffold changes to their semantic owner	Path-only selection could otherwise recommend unrelated diagnostics checks while omitting the lifecycle owner	focused affected-plan contract did not include npm run test:dev-watch	Added watcher source, scaffold, guide, and contract paths to diagnostics-tooling ownership
2026-08-01T20:29:00Z	validation	Update the exact package inventory for two intentional tooling members	The isolated-package smoke correctly rejects unexplained archive growth; the source-to-package manifest now accounts for both additions	test:changed reached canonical std closeout and observed archive 412/manifest 411 versus old 410/409	Raised both exact inventories by two; rerun required
2026-08-01T20:40:00Z	validation	Run affected and full cold regression backstops	Watcher tooling and package-runner changes must not borrow confidence from the fast server path	npm run test:changed passed; npm test passed 313 snapshots plus all package, policy, cross-build, race, checkptr, and strategy gates	Cold direct correctness baseline is green
2026-08-01T20:42:00Z	validation	Defer exact-commit release-artifact assertion until the implementation is committed	That contract deliberately builds HEAD twice, so an uncommitted package inventory change cannot appear in its archive	test:release-contracts passed preceding suites then expected 411 entries but exact HEAD 3c40aa5d correctly produced 409	Not a product failure; rerun test:haxelib-artifact from the new exact commit before closure
2026-08-01T20:44:00Z	vertical	Put the real target tracer inside the required watcher suite	The user's development command must keep proving authored Haxe, custom backend selection, generated Go build, and real execution rather than relying only on a manual run	npm run test:dev-watch: 11 passed; scaffold command selected compile.hxml, produced Go output, and printed hello from generated executable	Required strategy gate now includes both focused lifecycle owners and the real Haxe-to-Go observer
2026-08-01T20:52:00Z	review-red	Convert independent review findings into adversarial contracts	The first suite was insensitive to stubborn descendants, startup interruption, real Haxe cwd propagation, arbitrary macro inputs, and permanent server fallback	Five focused tests failed for the exact reported reasons: missing initial_cwd API, omitted .proto, live TERM-ignoring child, watcher rc=-15 with live startup server, and CONNECT retried on every edit	Review verdict is REQUEST CHANGES; closure blocked until all five regressions and the complete suite are green
2026-08-01T21:08:00Z	review-fix	Make watcher ownership and input discovery match the public contract	A watch command must not miss edits made during compilation, leak a stubborn descendant or startup server, reinterpret nested HXML paths, or repeatedly attempt a dead accelerator	Added project-cwd HXML traversal, arbitrary explicit-root inputs, pre-build snapshots, bounded process-group escalation, early signal ownership, and permanent direct fallback; six adversarial tests passed	All high and medium runtime findings from the independent review are covered by focused regressions
2026-08-01T21:12:00Z	package-fix	Authenticate the installed watcher as release package provenance	Merely finding files named tools/go-hx.sh and tools/haxe_go_watch.py does not prove the manifest maps them to the reviewed development sources	Focused verifier contract was red because missing tools and changed source mappings were accepted; verifier now requires both exact members and mappings	Package delivery cannot silently substitute or omit the managed development entrypoints
2026-08-01T21:12:00Z	selector-fix	Map the scaffold package command to the watcher owner	Changing the user-facing npm run dev wiring must select the lifecycle contract even when the Python launcher itself is unchanged	Affected-plan test now includes templates/basic/package.json and selects diagnostics-tooling plus npm run test:dev-watch	The affected-test recommendation protects the complete scaffold command surface
2026-08-01T21:24:00Z	review-red	Hold closure for three follow-up counterexamples	Project config roots, signals during active builds, and the exact tools subtree were not fully protected even though the first repair suite was green	Independent gpt-5.6-sol follow-up reproduced missing project .haxerc/schema inputs, a live build after targeted SIGTERM, and an accepted extra tools/extra.py	Added one focused regression for each counterexample before implementation
2026-08-01T21:28:00Z	review-green	Finish the project-root, interruptible-build, and exact-tool contracts	The public guide promises project inputs and owned shutdown, while installed scaffolds depend on an authenticated pair of tools	18 watcher tests, 5 affected-plan tests, tooling-verifier negative, and reviewer adversarial reruns passed	All product findings from the independent review are fixed
2026-08-01T21:47:00Z	validation	Run the complete cold backstop after product fixes	The warm server is only an accelerator, so completion still needs every direct snapshot and runtime gate	npm test: 313 snapshots passed, plus strategy, package, policy, compiler-debt, cross-build, race, checkptr, and terminal contracts	Full cold suite green
2026-08-01T21:51:00Z	review-fix	Make failure-path tests clean up from the moment a child starts	A red lifecycle regression must not leak the process it is meant to detect	Moved try/finally ownership immediately after spawn, used optional PIDs, and made watcher cleanup request graceful owned-group shutdown before last-resort kill; 18 tests passed	Final low-severity review finding addressed
2026-08-01T21:17:00Z	audit-correction	Correct the timestamps on the preceding five rows	Those rows record real actions and results but were accidentally stamped with projected times later than the actual wall clock	date -u reported 2026-08-01T21:16:59Z after the rows were written	Treat the five preceding timestamps only as ordering labels; this row is the truthful wall-clock correction
2026-08-01T21:25:00Z	independent-review	Accept the managed development loop after adversarial follow-up	The required independent review initially found real lifecycle and provenance gaps, so approval was withheld until its counterexamples passed	gpt-5.6-sol follow-up: APPROVE, no remaining findings; npm run test:dev-watch 18/18	Independent review complete; no Oracle escalation needed for this bounded DevEx feature
2026-08-01T21:25:00Z	exact-commit	Verify release packaging and policy against the committed source	Package evidence deliberately archives Git HEAD, so an uncommitted working tree cannot satisfy it	commit fc1e559b; npm run test:haxelib-artifact passed 4 tests; npm run test:release-contracts passed all listed contracts	Exact-commit package and release-contract evidence green; amend only this audit record, then rerun artifact proof on final SHA
